word,huffman_code,bits,frequency
continue,1110110001101,13,76659163
across,1110110000010,13,76597151
benefits,1110110000000,13,76580951
needed,1110101111010,13,76528079
season,1110101100111,13,76445684
apply,1110101010110,13,76341478
someone,1110101001101,13,76212141
held,1110101001010,13,76100888
ny,1110101000000,13,75993177
anything,1110100111111,13,75985266
printer,1110100111101,13,75976795
condition,1110100111011,13,75963033
effective,1110100111010,13,75960822
believe,1110100111000,13,75918053
organization,1110100011110,13,75604082
effect,1110100011100,13,75594829
asked,1110100001110,13,75532722
eur,1110100001011,13,75480922
mind,1110100000001,13,75393868
sunday,1110011110100,13,75287070
selection,1110011110010,13,75196717
casino,1110010011100,13,74796251
pdf,1110010010011,13,74773048
lost,1110010010001,13,74748656
tour,1110010010000,13,74702459
menu,1110001110111,13,74359141
volume,1110001110010,13,74283471
cross,1110001110000,13,74230978
anyone,1110001101110,13,74170036
mortgage,1110001100111,13,74160962
hope,1110001100110,13,74145758
silver,1110001100100,13,74073467
corporation,1110001100011,13,74073375
wish,1110001100001,13,74043644
inside,1110001011111,13,74026748
solution,1110001011110,13,74000589
mature,1110001011000,13,73877124
role,1110001001011,13,73689002
rather,1110001001001,13,73664932
weeks,1101111111101,13,73571749
addition,1101111110110,13,73434482
came,1101111101011,13,73286694
supply,1101111101000,13,73220509
nothing,1101111100010,13,73183983
certain,1101111011111,13,73108213
usr,1101111011101,13,73064522
executive,1101111011010,13,73010727
running,1101111010110,13,72879426
lower,1101111000110,13,72606927
necessary,1101111000101,13,72604405
union,1101111000100,13,72603888
jewelry,1101111000010,13,72576719
according,1101111000000,13,72553085
dc,1101110111110,13,72528782
clothing,1101110110111,13,72455943
mon,1101110110110,13,72427611
com,1101110110000,13,72285198
particular,1101110010101,13,72056920
fine,1101110010010,13,71972425
names,1101101111111,13,71918906
robert,1101101111100,13,71829013
homepage,1101101110111,13,71814690
hour,1101101110011,13,71765763
gas,1101101010101,13,71518871
skills,1101101010010,13,71383598
six,1101101010000,13,71366336
bush,1101101000101,13,71289039
islands,1101101000011,13,71269325
advice,1101101000010,13,71268723
career,1101001111111,13,71248807
military,1101001111110,13,71229404
rental,1101001111000,13,71013577
decision,1101001110101,13,71006471
leave,1101001011001,13,70957750
british,1101001011000,13,70912501
teens,1101001010100,13,70859771
pre,1101001010011,13,70832130
huge,1101001000100,13,70639535
sat,1101001000011,13,70639358
woman,1101000111111,13,70613606
facilities,1101000111110,13,70595127
zip,1101000111011,13,70551270
bid,1101000110100,13,70427114
kind,1101000110010,13,70420316
sellers,1101000101011,13,70277573
middle,1100111111011,13,70164946
move,1100111111001,13,70113140
cable,1100111110111,13,70082598
opportunities,1100111110101,13,70033623
taking,1100111110100,13,69997427
values,1100111101111,13,69946284
division,1100111101101,13,69921273
coming,1100111101100,13,69889118
tuesday,1100111101010,13,69843013
object,1100111100111,13,69819261
lesbian,1100111100010,13,69734771
appropriate,1100111011110,13,69671201
machine,1100111011101,13,69665958
logo,1100111011000,13,69529976
length,1100111010110,13,69469598
actually,1100111010100,13,69444655
nice,1100111001101,13,69395609
score,1100111000110,13,69315004
statistics,1100110111111,13,69194446
client,1100110111110,13,69189527
ok,1100110111101,13,69066566
returns,1100110111100,13,69062618
capital,1100110111001,13,68991999
follow,1100110111000,13,68982994
sample,1100110110111,13,68957421
investment,1100110110101,13,68891129
sent,1100110110100,13,68854520
shown,1100110100101,13,68755779
saturday,1100110100011,13,68687814
christmas,1100110100010,13,68648778
england,1100110100001,13,68620426
culture,1100110010110,13,68606429
band,1100110010100,13,68569061
flash,1100110000101,13,68391647
ms,1100101111111,13,68359455
lead,1100101111110,13,68325439
george,1100101111001,13,68261971
choice,1100101110111,13,68222335
went,1100101101011,13,68130142
starting,1100101101010,13,68080206
registration,1100101100111,13,68025615
fri,1100101100101,13,67934088
thursday,1100101011110,13,67751544
courses,1100101011100,13,67731716
consumer,1100100111110,13,67665809
hi,1100100111001,13,67566273
airport,1100100101111,13,67473261
foreign,1100100101110,13,67443436
artist,1100100101101,13,67421654
outside,1100100101100,13,67415846
furniture,1100100101010,13,67398005
levels,1100100100010,13,67360843
channel,1100100100001,13,67352673
letter,1100100100000,13,67339854
mode,1100100011111,13,67315364
phones,1100100011101,13,67311992
ideas,1100100011100,13,67309657
wednesday,1100100011010,13,67213031
structure,1100100011000,13,67191517
fund,1100100001110,13,67128807
summer,1100100001101,13,67102388
allow,1100100001100,13,67052567
degree,1100100000111,13,67029686
contract,1100100000100,13,66895933
button,1100100000011,13,66811153
releases,1100100000010,13,66809477
wed,1100100000001,13,66796198
homes,1100001110111,13,66753480
super,1100001110110,13,66703287
male,1100001110101,13,66638842
matter,1100001110100,13,66632805
custom,1100001101110,13,66594716
virginia,1100001101011,13,66581052
almost,1100001101000,13,66395121
took,1100001100010,13,66297175
located,1100001100000,13,66249627
multiple,1100001000011,13,66171358
asian,1100000110110,13,66078353
distribution,1100000110011,13,66074142
editor,1100000110001,13,66014490
inn,1100000110000,13,66007529
industrial,1100000100011,13,65921648
cause,1100000011101,13,65904680
potential,1100000011011,13,65835469
song,1100000011010,13,65832126
cnet,1100000011001,13,65803333
ltd,1100000001111,13,65747979
los,1100000001011,13,65682137
hp,1100000001010,13,65635495
focus,1100000001001,13,65626732
late,1100000000111,13,65574606
fall,1100000000101,13,65501110
featured,1011111111011,13,65473127
idea,1011111111010,13,65459222
rooms,1011111111001,13,65453403
female,1011111111000,13,65407567
responsible,1011111110010,13,65319659
inc,1011111011111,13,65312988
communications,1011111011110,13,65305536
win,1011111011001,13,65264239
associated,1011111011000,13,65218530
thomas,1011111010010,13,65173823
primary,1011111001111,13,65139325
cancer,1011111001010,13,65078084
numbers,1011111001001,13,65077140
reason,1011111001000,13,65066679
tool,1011110111101,13,65009731
browser,1011110101011,13,64824987
spring,1011110101010,13,64814116
foundation,1011110101000,13,64753514
answer,1011110011110,13,64649558
voice,1011110010111,13,64600528
eg,1011110010110,13,64596001
friendly,1011110010010,13,64542291
schedule,1011110001110,13,64504515
documents,1011110001010,13,64437323
communication,1011110000111,13,64378554
purpose,1011110000101,13,64314952
feature,1011110000100,13,64288914
bed,1011110000010,13,64262881
comes,1011110000001,13,64256803
police,1011101011100,13,64198152
everyone,1011101011011,13,64197954
independent,1011101011010,13,64169624
ip,1011101011001,13,64162886
approach,1011101010001,13,64158347
cameras,1011101010000,13,64153502
brown,1011101000101,13,64112042
physical,1011101000100,13,64090052
operating,1011100101010,13,64046921
hill,1011100101001,13,64008398
maps,1011100100110,13,63947745
medicine,1011100011000,13,63831932
deal,1011100010101,13,63828244
hold,1011100010011,13,63777575
ratings,1011100010010,13,63776951
chicago,1011100010000,13,63754684
forms,1011100000110,13,63561604
glass,1011100000101,13,63559754
happy,1011011101101,13,63471922
tue,1011011101011,13,63387982
smith,1011011100111,13,63357901
wanted,1011011100011,13,63301836
developed,1011010111111,13,63250401
thank,1011010111110,13,63234550
safe,1011010111000,13,63168116
unique,1011010110011,13,63116899
survey,1011010100111,13,62994830
prior,1011010100110,13,62949059
telephone,1011010100010,13,62896274
sport,1011010000010,13,62683851
ready,1011010000000,13,62667516
feed,1011001110101,13,62663785
animal,1011001110001,13,62566660
sources,1011001110000,13,62557801
mexico,1011001011011,13,62544255
population,1011001010111,13,62452044
pa,1011001010101,13,62377151
regular,1011001010001,13,62308697
secure,1011001010000,13,62287766
navigation,1011000111001,13,62202958
operations,1011000111000,13,62143782
therefore,1011000110101,13,62082477
ass,1011000110001,13,62060498
simply,1011000110000,13,62012991
evidence,1011000011111,13,62012277
station,1011000011100,13,61892291
christian,1011000010111,13,61873074
round,1011000010101,13,61836702
paypal,1011000010100,13,61830613
favorite,1011000010000,13,61781016
understand,1011000001110,13,61719969
option,1011000001101,13,61717435
master,1011000001100,13,61704297
valley,1011000001011,13,61694845
recently,1011000000110,13,61635402
probably,1011000000101,13,61626696
thu,1011000000100,13,61622542
rentals,1010111111100,13,61539280
sea,1010111111011,13,61532852
built,1010111111010,13,61502894
publications,1010111110111,13,61502285
blood,1010111101111,13,61348302
cut,1010111101101,13,61337417
worldwide,1010111101011,13,61319870
improve,1010111101001,13,61305614
connection,1010111101000,13,61302455
publisher,1010111100101,13,61290306
hall,1010111100011,13,61265768
larger,1010111100010,13,61265757
anti,1010111001111,13,61227238
networks,1010110111001,13,61073308
earth,1010110110011,13,61059905
parents,1010110110010,13,61036269
nokia,1010110110001,13,61035236
impact,1010110100111,13,61017528
transfer,1010110100110,13,61011470
introduction,1010110100011,13,61004175
kitchen,1010110100001,13,60975784
strong,1010110100000,13,60969207
tel,1010110010111,13,60827708
carolina,1010110010101,13,60817800
wedding,1010110010011,13,60758332
properties,1010110010010,13,60747209
hospital,1010110000011,13,60720801
ground,1010101111111,13,60679179
overview,1010101111110,13,60666200
ship,1010101111100,13,60649546
accommodation,1010101110010,13,60589803
owners,1010101110001,13,60580709
disease,1010101100001,13,60540973
tx,1010101010100,13,60436467
excellent,1010101001001,13,60316327
paid,1010101000111,13,60294928
italy,1010101000110,13,60280461
perfect,1010101000000,13,60179071
hair,1010100111100,13,60054650
opportunity,1010100100111,13,60033252
rssi,1010100000011,13,60000000
latitude,1010100000110,13,60000000
hazard,1010100000111,13,60000000
outage,1010100001000,13,60000000
uptime,1010100001001,13,60000000
reboot,1010100001010,13,60000000
topology,1010100001011,13,60000000
flood,1010100001100,13,60000000
rescue,1010100001101,13,60000000
temperature,1010100001110,13,60000000
battery,1010100001111,13,60000000
ambulance,1010100010000,13,60000000
altitude,1010100010001,13,60000000
antenna,1010100010010,13,60000000
sensor,1010100010011,13,60000000
lora,1010100010100,13,60000000
responder,1010100010101,13,60000000
snr,1010100010110,13,60000000
evacuation,1010100010111,13,60000000
humidity,1010100011000,13,60000000
shelter,1010100011001,13,60000000
voltage,1010100011010,13,60000000
gateway,1010100011011,13,60000000
sos,1010100011100,13,60000000
ack,1010100011101,13,60000000
longitude,1010100011110,13,60000000
firmware,1010100011111,13,60000000
degrees,1010100100000,13,60000000
alert,1010100100001,13,60000000
dispatch,1010100100010,13,60000000
ping,1010100100011,13,60000000
node,1010100100100,13,60000000
mesh,1010100100101,13,60000000
kit,1010100000010,13,59963349
classic,1010100000000,13,59957722
basis,1010011111010,13,59901425
command,1010011111000,13,59870370
cities,1010011101101,13,59809444
william,1010011101100,13,59804374
express,1010011101000,13,59797675
anal,1010011100111,13,59776241
award,1010011011001,13,59652161
distance,1010011011000,13,59651113
tree,1010011001110,13,59622952
peter,1010011001001,13,59541743
assessment,1010011000111,13,59513100
ensure,1010011000110,13,59507606
thus,1010010101110,13,59447388
wall,1010010101100,13,59430375
ie,1010010101011,13,59425745
involved,1010010101010,13,59408103
el,1010010100110,13,59377718
extra,1010010100101,13,59377307
especially,1010010100010,13,59336380
interface,1010010100001,13,59307904
pussy,1010010011110,13,59206591
partners,1010010011001,13,59137995
budget,1010010010111,13,59106421
rated,1010010010110,13,59102029
guides,1010010010101,13,59094266
success,1010010000110,13,58986603
maximum,1010010000010,13,58933430
ma,1010010000001,13,58908038
operation,1010010000000,13,58855769
existing,1010001110010,13,58803077
quite,1010001110000,13,58777731
selected,1010001100110,13,58668257
boy,1010001100101,13,58664244
amazon,1010001100100,13,58657636
patients,1010001100011,13,58656286
restaurants,1010001001110,13,58579604
beautiful,1010001001001,13,58503804
warning,1010001000011,13,58498692
wine,1010001000010,13,58491725
locations,1010001000000,13,58470987
horse,1001111111111,13,58453720
vote,1001111111010,13,58387028
forward,1001111111001,13,58382492
flowers,1001111111000,13,58374976
stars,1001111110111,13,58352743
significant,1001111110110,13,58338630
lists,1001111110001,13,58249254
technologies,1001111110000,13,58222418
owner,1001111011110,13,58189056
retail,1001111011101,13,58185466
animals,1001111011100,13,58178554
useful,1001111010111,13,58144584
directly,1001111010110,13,58144287
manufacturer,1001111010010,13,58125159
ways,1001111010000,13,58114465
est,1001111001011,13,58112143
son,1001111001010,13,58094311
providing,1001110110001,13,57957650
rule,1001110101011,13,57912422
mac,1001110101000,13,57875961
housing,1001110011010,13,57790060
takes,1001110011001,13,57784233
iii,1001110001111,13,57697189
gmt,1001110001011,13,57610397
bring,1001110001010,13,57608074
catalog,1001110000100,13,57567413
searches,1001110000001,13,57491372
max,1001110000000,13,57481472
trying,1001101111011,13,57462639
mother,1001101111001,13,57432704
authority,1001101111000,13,57403313
considered,1001101101111,13,57378298
told,1001101100111,13,57248600
xml,1001101100110,13,57241749
traffic,1001101100101,13,57241247
programme,1001101100001,13,57212448
joined,1001101100000,13,57202778
input,1001101011101,13,57191675
strategy,1001101011100,13,57170155
feet,1001101010110,13,57146840
agent,1001101010101,13,57103658
valid,1001101010100,13,57094711
bin,1001101010010,13,57076312
modern,1001101010001,13,57030009
senior,1001101001101,13,56934903
ireland,1001100110011,13,56804611
sexy,1001100110000,13,56756180
teaching,1001100010001,13,56677377
door,1001100010000,13,56638839
grand,1001100000000,13,56599468
testing,1001011111110,13,56564005
trial,1001011111101,13,56547673
charge,1001011111100,13,56542418
units,1001011110010,13,56512308
instead,1001011110000,13,56499843
canadian,1001011101101,13,56492789
cool,1001011101100,13,56471180
normal,1001011011111,13,56442762
wrote,1001011011110,13,56421594
enterprise,1001011011011,13,56414984
ships,1001011011010,13,56365355
entire,1001011001111,13,56284017
educational,1001011001110,13,56282937
md,1001011001101,13,56253287
leading,1001011000100,13,56201501
metal,1001011000000,13,56181783
positive,1001010111111,13,56132270
fl,1001010111011,13,56095954
fitness,1001010111001,13,56063953
chinese,1001010111000,13,56057597
opinion,1001010110011,13,56038634
mb,1001010110001,13,56034110
asia,1001010110000,13,55979169
football,1001010101010,13,55972678
abstract,1001010101001,13,55951880
uses,1001010011011,13,55842334
output,1001010011010,13,55819696
funds,1001010001111,13,55721876
mr,1001010001110,13,55692230
greater,1001010000111,13,55673859
likely,1001010000101,13,55669441
develop,1001001101101,13,55611036
employees,1001001101001,13,55523958
artists,1001001101000,13,55504730
alternative,1001001011111,13,55502123
processing,1001001011110,13,55486868
responsibility,1001001011101,13,55448425
resolution,1001001011100,13,55429399
java,1001001011000,13,55360149
guest,1001001010111,13,55293215
seems,1001000111111,13,55276661
publication,1001000111101,13,55199085
pass,1001000111100,13,55189682
relations,1001000101011,13,55180611
trust,1001000101010,13,55157142
van,1001000100011,13,55147325
contains,1001000100010,13,55145932
session,1001000100001,13,55143498
multi,1001000100000,13,55131463
photography,1001000011110,13,55083965
republic,1001000011100,13,55051644
fees,1001000001110,13,54965019
components,1001000001101,13,54964736
vacation,1001000001100,13,54946412
century,1001000001011,13,54929645
academic,1001000001001,13,54886061
assistance,1000111111111,13,54831021
completed,1000111111110,13,54810628
skin,1000111110110,13,54789622
graphics,1000111110011,13,54781266
indian,1000111100010,13,54646045
prev,1000111011101,13,54576595
ads,1000111011001,13,54513834
mary,1000111001010,13,54418499
il,1000111001001,13,54379896
expected,1000111000111,13,54346724
ring,1000111000110,13,54342432
grade,1000111000100,13,54275130
dating,1000110111011,13,54274405
pacific,1000110111001,13,54257643
mountain,1000110101011,13,54170529
organizations,1000110100111,13,54146984
pop,1000110100110,13,54140138
filter,1000110100101,13,54106694
mailing,1000110100100,13,54096391
vehicle,1000110011111,13,54079229
longer,1000110011101,13,54063969
consider,1000110011100,13,54062139
int,1000110001011,13,54000221
northern,1000101110101,13,53876176
behind,1000101110010,13,53824933
panel,1000101101011,13,53784382
floor,1000101101010,13,53759851
german,1000101010011,13,53710784
buying,1000100111011,13,53534781
match,1000100111010,13,53532481
proposed,1000100111000,13,53512775
default,1000100110111,13,53511683
require,1000100110110,13,53495303
iraq,1000100110011,13,53491312
boys,1000100110001,13,53464587
outdoor,1000100110000,13,53462150
deep,1000100101111,13,53447410
morning,1000100101110,13,53444032
otherwise,1000100101011,13,53406486
allows,1000100100011,13,53352976
rest,1000100100001,13,53312008
protein,1000100010110,13,53253798
plant,1000100010011,13,53247607
reported,1000100010010,13,53189294
hit,1000100000111,13,53171478
transportation,1000100000100,13,53122840
mm,1000010111010,13,53083729
pool,1000010110010,13,53046994
mini,1000010110001,13,53025248
politics,1000010110000,13,53007762
partner,1000010101110,13,52979810
disclaimer,1000010100101,13,52917604
authors,1000010100011,13,52891750
boards,1000010100010,13,52877471
faculty,1000010010111,13,52815755
parties,1000010010110,13,52799552
fish,1000010010100,13,52756224
membership,1000010010011,13,52738089
mission,1000010010001,13,52716319
eye,1000001100111,13,52688696
string,1000001100110,13,52681344
sense,1000001100101,13,52629633
modified,1000001010110,13,52557860
pack,1000001010101,13,52556205
released,1000001010100,13,52546300
stage,1000001010000,13,52518330
internal,1000001001111,13,52515245
goods,1000001001110,13,52507183
recommended,1000001001011,13,52496488
born,1000001000011,13,52452012
unless,1000001000010,13,52436419
richard,1000001000001,13,52423381
detailed,0111111110111,13,52396856
japanese,0111111110101,13,52320953
race,0111111110011,13,52297214
approved,0111111110000,13,52215969
background,0111111100011,13,52214134
target,0111111100010,13,52199865
except,0111111100001,13,52183597
character,0111111010010,13,52028227
usb,0111111010001,13,52008297
maintenance,0111111010000,13,52006621
ability,0111111000111,13,52004289
maybe,0111110110101,13,51895609
functions,0111110010111,13,51816428
ed,0111110010101,13,51788932
moving,0111110010100,13,51765877
brands,0111101110111,13,51697361
places,0111101110110,13,51696304
php,0111101110100,13,51652407
pretty,0111101101101,13,51621090
trademarks,0111101100101,13,51590807
phentermine,0111101100100,13,51577196
spain,0111101011101,13,51553238
southern,0111101010111,13,51536707
yourself,0111101010110,13,51531914
etc,0111101010100,13,51525815
winter,0111101010011,13,51483174
rape,0111101010001,13,51454053
youth,0111101001111,13,51426255
pressure,0111101000101,13,51407261
submitted,0111101000001,13,51387515
boston,0111101000000,13,51387258
incest,0111100111101,13,51357793
debt,0111100111100,13,51349877
keywords,0111100111000,13,51331999
medium,0111100101111,13,51330557
television,0111100101110,13,51304347
interested,0111100101010,13,51282170
core,0111100100111,13,51244541
break,0111100100110,13,51242970
purposes,0111100100100,13,51223290
throughout,0111100011101,13,51160616
sets,0111100011100,13,51156220
dance,0111100011011,13,51147967
wood,0111100011000,13,51130555
msn,0111100010010,13,51090757
itself,0111100001111,13,51076716
defined,0111100001110,13,51033173
papers,0111100001101,13,51024682
playing,0111100001100,13,51019438
awards,0111100000100,13,50973666
fee,0111100000000,13,50931988
studio,0110011111110,13,50913495
reader,0110011111100,13,50887864
virtual,0110011101011,13,50843671
device,0110011101010,13,50819909
established,0110011101001,13,50818165
answers,0110011101000,13,50800782
rent,0110011100110,13,50767076
las,0110011001011,13,50701997
remote,0110011001001,13,50683428
dark,0110011001000,13,50669807
programming,0110010100011,13,50630393
external,0110010100001,13,50604732
apple,0110010011010,13,50551171
le,0110010001011,13,50474760
regarding,0110010001010,13,50409715
instructions,0110010000011,13,50405472
min,0110000110111,13,50389892
offered,0110000110101,13,50347350
theory,0110000100001,13,50276653
enjoy,0110000010110,13,50141455
remove,0110000001101,13,50036200
aid,0110000001100,13,50022454
surface,0110000001011,13,50022259
minimum,0110000001010,13,50001652
0,0110000000011,13,50000000
1,0110000000010,13,49999999
2,0110000000001,13,49999998
3,0110000000000,13,49999997
4,0101111111111,13,49999996
5,0101111111110,13,49999995
6,0101111111101,13,49999994
7,0101111111100,13,49999993
8,0101111111011,13,49999992
9,0101111111010,13,49999991
10,0101111111001,13,49999990
11,0101111111000,13,49999989
12,0101111110111,13,49999988
13,0101111110110,13,49999987
14,0101111110101,13,49999986
15,0101111110100,13,49999985
16,0101111110011,13,49999984
17,0101111110010,13,49999983
18,0101111110001,13,49999982
19,0101111110000,13,49999981
20,0101111101111,13,49999980
21,0101111101110,13,49999979
22,0101111101101,13,49999978
23,0101111101100,13,49999977
24,0101111101011,13,49999976
25,0101111101010,13,49999975
26,0101111101001,13,49999974
27,0101111101000,13,49999973
28,0101111100111,13,49999972
29,0101111100110,13,49999971
30,0101111100101,13,49999970
31,0101111100100,13,49999969
32,0101111100011,13,49999968
33,0101111100010,13,49999967
34,0101111100001,13,49999966
35,0101111100000,13,49999965
36,0101111011111,13,49999964
37,0101111011110,13,49999963
38,0101111011101,13,49999962
39,0101111011100,13,49999961
40,0101111011011,13,49999960
41,0101111011010,13,49999959
42,0101111011001,13,49999958
43,0101111011000,13,49999957
44,0101111010111,13,49999956
45,0101111010110,13,49999955
46,0101111010101,13,49999954
47,0101111010100,13,49999953
48,0101111010011,13,49999952
49,0101111010010,13,49999951
50,0101111010001,13,49999950
51,0101111010000,13,49999949
52,0101111001111,13,49999948
53,0101111001110,13,49999947
54,0101111001101,13,49999946
55,0101111001100,13,49999945
56,0101111001011,13,49999944
57,0101111001010,13,49999943
58,0101111001001,13,49999942
59,0101111001000,13,49999941
60,0101111000111,13,49999940
61,0101111000110,13,49999939
62,0101111000101,13,49999938
63,0101111000100,13,49999937
64,0101111000011,13,49999936
65,0101111000010,13,49999935
66,0101111000001,13,49999934
67,0101111000000,13,49999933
68,0101110111111,13,49999932
69,0101110111110,13,49999931
70,0101110111101,13,49999930
71,0101110111100,13,49999929
72,0101110111011,13,49999928
73,0101110111010,13,49999927
74,0101110111001,13,49999926
75,0101110111000,13,49999925
76,0101110110111,13,49999924
77,0101110110110,13,49999923
78,0101110110101,13,49999922
79,0101110110100,13,49999921
80,0101110110011,13,49999920
81,0101110110010,13,49999919
82,0101110110001,13,49999918
83,0101110110000,13,49999917
84,0101110101111,13,49999916
85,0101110101110,13,49999915
86,0101110101101,13,49999914
87,0101110101100,13,49999913
88,0101110101011,13,49999912
89,0101110101010,13,49999911
90,0101110101001,13,49999910
91,0101110101000,13,49999909
92,0101110100111,13,49999908
93,0101110100110,13,49999907
94,0101110100101,13,49999906
95,0101110100100,13,49999905
96,0101110100011,13,49999904
97,0101110100010,13,49999903
98,0101110100001,13,49999902
99,0101110100000,13,49999901
100,0101110011111,13,49999900
visual,0101110011011,13,49969150
host,0101110011000,13,49918570
variety,0101100111101,13,49844591
teachers,0101100111100,13,49832283
isbn,0101100111001,13,49747608
martin,0101100110101,13,49699093
manual,0101100110100,13,49698346
block,0101100110011,13,49694725
subjects,0101100100110,13,49574004
agents,0101100011111,13,49551303
increased,0101100011110,13,49547349
repair,0101100011100,13,49513286
fair,0101100011011,13,49510931
civil,0101100011001,13,49495349
steel,0101100010011,13,49452604
understanding,0101100001111,13,49391366
songs,0101100000100,13,49272598
fixed,0101011111011,13,49215402
wrong,0101011111001,13,49156828
beginning,0101011111000,13,49148844
hands,0101011110001,13,49087727
associates,0101011011001,13,49020998
finally,0101011011000,13,48999091
az,0101010011110,13,48985772
updates,0101010010011,13,48858672
desktop,0101010010010,13,48850257
classes,0101010010001,13,48836974
paris,0101010010000,13,48831449
ohio,0101010001010,13,48812305
gets,0101010001000,13,48807490
sector,0101001111001,13,48746882
capacity,0101001111000,13,48726947
requires,0101001110100,13,48668931
jersey,0101001110010,13,48658750
un,0101001110001,13,48651550
fat,0101001110000,13,48646296
fully,0101001101100,13,48616832
father,0101001101000,13,48580528
electric,0101001100100,13,48562078
saw,0101001100010,13,48544776
instruments,0101000111111,13,48492757
quotes,0101000111110,13,48490497
officer,0101000111100,13,48483165
driver,0101000111011,13,48463463
businesses,0101000111000,13,48419913
dead,0101000101110,13,48384167
respect,0101000101010,13,48329678
unknown,0101000101001,13,48325930
specified,0101000100001,13,48284665
restaurant,0100110111101,13,48255033
mike,0100110111010,13,48202721
trip,0100110111000,13,48175593
pst,0100110110110,13,48137341
worth,0100110101001,13,48075237
mi,0100110101000,13,48073394
procedures,0100110011110,13,48063184
poor,0100110011101,13,48053008
teacher,0100110011000,13,48002944
xxx,0100110000110,13,47989278
eyes,0100110000100,13,47975295
relationship,0100110000010,13,47959756
workers,0100110000001,13,47954144
farm,0100101111011,13,47934860
fucking,0100101111010,13,47911964
georgia,0100101111001,13,47898290
peace,0100101110110,13,47856201
traditional,0100101110101,13,47847595
campus,0100101110010,13,47827531
tom,0100101101010,13,47775300
showing,0100101101001,13,47745287
creative,0100101100011,13,47737474
coast,0100101100010,13,47716394
benefit,0100101011011,13,47703520
progress,0100101010110,13,47674782
funding,0100101010100,13,47661725
devices,0100101010001,13,47613452
lord,0100101001011,13,47612536
grant,0100101001010,13,47609624
sub,0100101001000,13,47588521
agree,0100100101110,13,47500911
fiction,0100100101011,13,47449450
hear,0100100101000,13,47426506
sometimes,0011111111100,13,47402973
watches,0011111110001,13,47364531
careers,0011111110000,13,47344388
beyond,0011111101100,13,47315243
goes,0011111100111,13,47278206
families,0011111001111,13,47251104
led,0011111000111,13,47211631
museum,0011111000101,13,47195123
themselves,0011110111111,13,47176048
fan,0011110111001,13,47045446
transport,0011110111000,13,47041301
interesting,0011110110001,13,46983244
blogs,0011110110000,13,46978262
wife,0011110101000,13,46946408
evaluation,0011110100101,13,46929581
accepted,0011110100100,13,46922000
former,0011110100011,13,46917563
implementation,0011110100010,13,46914652
ten,0011110100000,13,46907473
hits,0011110011101,13,46901429
zone,0011110011100,13,46897368
complex,0011110011010,13,46865979
th,0011110010111,13,46857152
cat,0011110010110,13,46839855
galleries,0011110010100,13,46800115
references,0011110001001,13,46748380
die,0011110001000,13,46745446
presented,0011100111101,13,46729648
jack,0011100111100,13,46728329
flat,0011100101110,13,46688059
flow,0011100101101,13,46684251
agencies,0011100101001,13,46610382
literature,0011100101000,13,46607011
respective,0011100001111,13,46528775
parent,0011100001110,13,46516265
spanish,0011100001001,13,46482449
michigan,0011001111110,13,46437105
columbia,0011001110111,13,46367780
setting,0011001110011,13,46347305
dr,0011001110010,13,46346026
scale,0011001110001,13,46307526
stand,0011000110011,13,46292709
economy,0011000100110,13,46236766
highest,0011000100101,13,46234721
helpful,0011000010111,13,46208737
monthly,0011000010110,13,46198876
critical,0011000010010,13,46136062
frame,0011000010000,13,46079991
musical,0011000000111,13,46057216
definition,0011000000100,13,46017042
secretary,0011000000001,13,46013973
angeles,0001111111011,13,45983826
networking,0001111110100,13,45918427
path,0001111110011,13,45905830
australian,0001111001111,13,45733685
employee,0001111001110,13,45719822
chief,0001111001001,13,45699591
gives,0001110111001,13,45649146
kb,0001110111000,13,45638167
bottom,0001110101110,13,45598411
magazines,0001110101010,13,45575150
packages,0001110100110,13,45541515
detail,0001110100100,13,45494334
francisco,0001110011010,13,45480506
laws,0001110010111,13,45454173
changed,0001110010110,13,45453557
pet,0001110010101,13,45445524
heard,0001110010011,13,45436523
begin,0001110010010,13,45434902
individuals,0001110001111,13,45432300
colorado,0001110001101,13,45410185
royal,0001110001100,13,45407189
clean,0001110001000,13,45381752
switch,0001101111001,13,45332755
russian,0001101111000,13,45322858
largest,0001101110110,13,45314848
african,0001101110011,13,45314350
guy,0001101110010,13,45286019
titles,0001101110000,13,45271886
relevant,0001101011010,13,45242119
guidelines,0001101010011,13,45207269
justice,0001101010000,13,45145293
connect,0001101001101,13,45133501
bible,0001101001001,13,45080741
dev,0001101001000,13,45047619
cup,0001100111011,13,45032014
basket,0001100011111,13,45023597
applied,0001100011100,13,44960208
weekly,0001100010110,13,44953365
vol,0001100010101,13,44946800
installation,0001100001111,13,44936390
described,0001100001110,13,44905064
demand,0001100000010,13,44858110
pp,0001011111101,13,44854981
suite,0001011110011,13,44829675
vegas,0001011110010,13,44810653
na,0001011110000,13,44784650
square,0001011101111,13,44784448
chris,0001011101110,13,44754518
attention,0001011101101,13,44752502
advance,0001011101100,13,44738913
skip,0001011100010,13,44681366
diet,0001011100000,13,44674077
army,0001011011101,13,44670729
auction,0001011011010,13,44619724
gear,0001011010100,13,44569745
lee,0001011010001,13,44561701
os,0001011010000,13,44556124
difference,0001011001011,13,44546845
allowed,0001011000111,13,44526131
correct,0001011000100,13,44467948
charles,0001010101011,13,44466066
nation,0001010101010,13,44429644
selling,0001010101000,13,44375770
lots,0001010100100,13,44361090
piece,0001010100000,13,44298807
